0,975,958,85
1,958,577,83
2,577,1590,71
3,1590,567,51
4,567,1840,5
5,1840,15,89
6,15,373,42
7,373,261,89
8,261,207,33
9,207,1835,40
10,1835,1985,59
11,1985,1943,10
12,1943,688,25
13,688,641,87
14,641,1211,63
15,1211,325,31
16,325,294,10
17,294,1343,27
18,1343,1466,92
19,1466,1961,68
20,1961,1764,52
21,1764,658,23
22,658,877,8
23,877,1307,77
24,1307,1630,85
25,1630,258,31
26,258,1226,44
27,1226,946,18
28,946,319,92
29,319,1680,21
30,1680,1774,57
31,1774,91,99
32,91,1133,55
33,1133,1397,75
34,1397,54,4
35,54,697,56
36,697,939,92
37,939,1662,32
38,1662,881,50
39,881,753,57
40,753,1507,10
41,1507,1921,53
42,1921,537,21
43,537,1520,43
44,1520,458,15
45,458,1780,8
46,1780,893,67
47,893,602,94
48,602,1714,52
49,1714,269,90
50,269,1014,74
51,1014,1924,57
52,1924,203,76
53,203,828,78
54,828,120,60
55,120,1813,57
56,1813,69,21
57,69,1013,97
58,1013,1522,64
59,1522,931,18
60,931,1755,6
61,1755,1723,81
62,1723,704,2
63,704,144,62
64,144,1290,46
65,1290,1808,82
66,1808,1971,48
67,1971,712,93
68,712,1089,39
69,1089,286,93
70,286,1085,53
71,1085,889,60
72,889,371,48
73,371,1594,76
74,1594,1623,14
75,1623,142,25
76,142,1582,58
77,1582,1841,25
78,1841,1087,13
79,1087,443,8
80,443,515,40
81,515,1597,22
82,1597,170,26
83,170,1249,4
84,1249,1668,8
85,1668,1440,72
86,1440,1543,72
87,1543,464,6
88,464,36,75
89,36,148,33
90,148,761,91
91,761,1818,32
92,1818,462,8
93,462,1741,52
94,1741,1800,98
95,1800,1995,24
96,1995,862,93
97,862,836,44
98,836,1534,38
99,1534,1061,86
100,1061,592,88
101,592,745,57
102,745,1797,12
103,1797,691,90
104,691,1462,70
105,1462,506,23
106,506,1094,38
107,1094,1212,72
108,1212,496,63
109,496,165,32
110,165,1422,4
111,1422,455,63
112,455,772,22
113,772,1414,50
114,1414,1036,80
115,1036,560,48
116,560,1695,94
117,1695,1103,57
118,1103,566,56
119,566,448,33
120,448,584,77
121,584,1464,57
122,1464,100,54
123,100,498,79
124,498,758,97
125,758,185,48
126,185,154,71
127,154,936,71
128,936,924,87
129,924,1159,58
130,1159,820,75
131,820,1471,27
132,1471,5,22
133,5,1817,53
134,1817,37,42
135,37,1951,97
136,1951,1612,35
137,1612,1388,49
138,1388,1125,76
139,1125,396,39
140,396,706,68
141,706,1674,79
142,1674,468,56
143,468,1724,90
144,1724,628,6
145,628,943,62
146,943,1492,65
147,1492,876,4
148,876,1235,74
149,1235,1275,74
150,1275,1455,76
151,1455,1978,37
152,1978,1326,9
153,1326,1707,11
154,1707,974,21
155,974,1993,88
156,1993,994,54
157,994,1184,20
158,1184,541,71
159,541,630,80
160,630,1126,25
161,1126,1679,80
162,1679,1573,72
163,1573,28,12
164,28,729,25
165,729,262,26
166,262,1436,41
167,1436,1642,66
168,1642,1099,98
169,1099,1305,72
170,1305,1743,13
171,1743,486,100
172,486,1377,49
173,1377,1057,72
174,1057,1610,71
175,1610,1702,78
176,1702,897,74
177,897,1315,9
178,1315,1706,15
179,1706,1342,40
180,1342,508,62
181,508,1142,64
182,1142,1763,65
183,1763,1286,81
184,1286,1283,46
185,1283,1634,35
186,1634,453,24
187,453,1000,80
188,1000,1770,23
189,1770,1738,30
190,1738,1375,59
191,1375,169,44
192,169,1868,51
193,1868,1768,87
194,1768,666,50
195,666,674,72
196,674,1781,16
197,1781,1569,92
198,1569,1648,53
