0,0,1,1
1,3,4,1
2,6,7,1
3,9,10,1
4,12,13,1
5,15,16,1
6,18,19,1
7,21,22,1
8,24,25,1
9,27,28,1
10,30,31,1
11,33,34,1
12,36,37,1
13,39,40,1
14,42,43,1
15,45,46,1
16,48,49,1
17,51,52,1
18,54,55,1
19,57,58,1
20,60,61,1
21,63,64,1
22,66,67,1
23,69,70,1
24,72,73,1
25,75,76,1
26,78,79,1
27,81,82,1
28,84,85,1
29,87,88,1
30,90,91,1
31,93,94,1
32,96,97,1
33,99,100,1
34,102,103,1
35,105,106,1
36,108,109,1
37,111,112,1
38,114,115,1
39,117,118,1
40,120,121,1
41,123,124,1
42,126,127,1
43,129,130,1
44,132,133,1
45,135,136,1
46,138,139,1
47,141,142,1
48,144,145,1
49,147,148,1
50,150,151,1
51,153,154,1
52,156,157,1
53,159,160,1
54,162,163,1
55,165,166,1
56,168,169,1
57,171,172,1
58,174,175,1
59,177,178,1
60,180,181,1
61,183,184,1
62,186,187,1
63,189,190,1
64,192,193,1
65,195,196,1
66,198,199,1
67,201,202,1
68,204,205,1
69,207,208,1
70,210,211,1
71,213,214,1
72,216,217,1
73,219,220,1
74,222,223,1
75,225,226,1
76,228,229,1
77,231,232,1
78,234,235,1
79,237,238,1
80,240,241,1
81,243,244,1
82,246,247,1
83,249,250,1
84,252,253,1
85,255,256,1
86,258,259,1
87,261,262,1
88,264,265,1
89,267,268,1
90,270,271,1
91,273,274,1
92,276,277,1
93,279,280,1
94,282,283,1
95,285,286,1
96,288,289,1
97,291,292,1
98,294,295,1
99,297,298,1
100,1,2,1
101,4,5,1
102,7,8,1
103,10,11,1
104,13,14,1
105,16,17,1
106,19,20,1
107,22,23,1
108,25,26,1
109,28,29,1
110,31,32,1
111,34,35,1
112,37,38,1
113,40,41,1
114,43,44,1
115,46,47,1
116,49,50,1
117,52,53,1
118,55,56,1
119,58,59,1
120,61,62,1
121,64,65,1
122,67,68,1
123,70,71,1
124,73,74,1
125,76,77,1
126,79,80,1
127,82,83,1
128,85,86,1
129,88,89,1
130,91,92,1
131,94,95,1
132,97,98,1
133,100,101,1
134,103,104,1
135,106,107,1
136,109,110,1
137,112,113,1
138,115,116,1
139,118,119,1
140,121,122,1
141,124,125,1
142,127,128,1
143,130,131,1
144,133,134,1
145,136,137,1
146,139,140,1
147,142,143,1
148,145,146,1
149,148,149,1
150,151,152,1
151,154,155,1
152,157,158,1
153,160,161,1
154,163,164,1
155,166,167,1
156,169,170,1
157,172,173,1
158,175,176,1
159,178,179,1
160,181,182,1
161,184,185,1
162,187,188,1
163,190,191,1
164,193,194,1
165,196,197,1
166,199,200,1
167,202,203,1
168,205,206,1
169,208,209,1
