0,149,152,66,
1,146,1670,7,
2,1670,155,64,
3,152,600,24,
4,155,600,64,
5,600,1670,55,
6,600,1670,62,
7,1670,152,22,
8,419,149,68,
9,419,600,79,
10,155,600,39,
11,155,1670,99,
12,155,152,60,
13,600,152,20,
14,600,146,80,
15,146,600,77,
16,419,1670,37,
17,155,149,58,
18,155,146,18,
19,155,146,78,
20,149,152,74,
21,146,152,35,
22,146,149,95,
23,419,146,55,
24,1670,155,66,
25,152,1670,75,
26,149,152,6,
27,149,419,93,
28,146,419,53,
29,146,155,14,
30,1670,149,10,
31,1670,146,70,
32,152,419,31,
33,152,419,91,
34,155,149,55,
35,600,149,15,
36,600,146,8,
37,600,419,68,
38,1670,155,28,
39,419,149,93,
40,419,149,53,
41,155,146,13,
42,155,149,47,
43,149,152,70,
44,149,600,68,
45,146,600,27,
46,146,419,51,
47,419,155,11,
48,1670,149,7,
49,152,146,68,
50,152,146,28,
51,149,419,88,
52,600,152,85,
53,600,149,45,
54,600,149,5,
55,1670,146,66,
56,419,1670,62,
57,419,152,22,
58,155,149,82,
59,155,149,43,
60,149,1670,7,
61,149,1670,99,
62,146,152,60,
63,146,155,21,
64,1670,600,84,
65,1670,155,75,
66,152,600,65,
67,152,149,97,
68,149,146,58,
69,149,146,18,
70,600,152,82,
71,1670,152,42,
72,1670,149,3,
73,1670,146,95,
74,419,1670,59,
75,155,152,20,
76,155,152,80,
77,600,149,40,
78,149,600,36,
79,146,1670,97,
80,146,152,57,
81,419,149,17,
82,1670,600,14,
83,152,600,74,
84,152,155,27,
85,149,155,18,
86,149,600,77,
87,600,1670,51,
88,1670,155,27,
89,1670,152,72,
90,1670,152,32,
91,152,149,93,
92,155,600,89,
93,155,1670,49,
94,600,152,9,
95,600,152,70,
96,146,600,34,
97,146,600,94,
98,419,1670,87,
99,419,149,47,
100,152,155,11,
101,152,600,71,
102,149,1670,32,
103,149,152,92,
104,146,149,85,
105,146,149,45,
106,1670,155,25,
107,152,1670,69,
108,152,600,74,
109,152,149,90,
110,149,146,26,
111,149,419,43,
112,600,1670,7,
113,1670,152,67,
114,1670,146,28,
115,152,146,88,
116,152,419,80,
117,155,152,44,
118,155,149,5,
119,600,146,65,
120,600,146,25,
121,419,152,37,
122,600,146,28,
123,419,149,42,
124,419,149,3,
125,155,419,63,
126,155,419,37,
127,600,155,84,
128,149,600,85,
129,146,1670,76,
130,1148,625,1,
131,172,644,82,
132,172,1896,42,
133,644,1896,34,
134,644,165,95,
135,168,1148,55,
136,168,1148,15,
137,1896,172,76,
138,1896,644,36,
139,165,644,96,
140,165,168,57,
141,165,1896,17,
142,1148,1896,77,
143,168,644,74,
144,168,644,34,
145,1896,168,94,
146,1896,165,55,
147,165,168,41,
148,165,1148,75,
149,644,168,71,
150,644,1896,32,
151,168,165,92,
152,168,165,52,
153,1896,1148,13,
154,625,168,9,
155,172,1896,69,
156,172,1896,30,
157,644,1148,90,
158,644,625,50,
159,168,625,11,
160,1148,1896,7,
161,625,165,67,
162,625,1148,28,
163,172,625,88,
164,172,625,48,
165,644,172,9,
166,165,644,94,
167,1148,168,84,
168,1148,625,25,
169,625,172,86,
170,625,644,46,
171,172,168,6,
172,165,625,3,
173,165,172,63,
174,1148,172,23,
175,1148,644,84,
176,1148,168,44,
177,168,625,40,
178,1896,172,1,
179,1896,172,61,
180,165,644,21,
181,165,1896,82,
182,1148,1896,42,
183,644,172,38,
184,168,644,98,
185,168,172,42,
186,1896,644,100,
187,1896,168,91,
188,165,168,50,
189,165,1148,100,
190,1148,625,60,
191,644,168,57,
192,168,1896,17,
193,168,1148,77,
194,1896,1148,38,
195,1896,625,98,
196,165,172,58,
197,172,165,55,
198,644,1148,15,
199,644,1148,75,
200,168,625,36,
201,168,644,96,
202,625,165,92,
203,625,1148,52,
204,172,625,13,
205,172,644,27,
206,644,625,26,
207,644,172,17,
208,168,644,79,
209,168,1896,14,
210,1896,165,7,
211,625,644,71,
212,172,644,31,
213,172,1896,92,
214,644,165,52,
215,644,165,12,
216,1148,168,9,
217,625,168,69,
218,625,1896,29,
219,625,165,90,
220,172,165,50,
221,165,168,46,
222,165,168,6,
223,1148,1896,67,
224,1148,165,27,
225,625,1148,87,
226,625,172,46,
227,625,644,4,
228,1896,165,4,
229,165,168,58,
230,165,1148,25,
231,1148,625,85,
232,1148,625,46,
233,625,644,6,
234,168,165,2,
235,1896,1148,63,
236,1896,172,23,
237,165,172,83,
238,165,644,44,
239,644,1148,40,
240,644,625,100,
241,168,172,60,
242,168,172,21,
243,1896,644,81,
244,1896,168,41,
245,172,625,38,
246,172,1148,88,
247,644,172,58,
248,644,168,19,
249,168,1896,79,
250,625,1896,60,
251,625,644,36,
252,172,644,96,
253,172,168,56,
254,172,1896,17,
255,1148,644,73,
256,1148,644,33,
257,625,168,94,
258,625,1896,54,
259,1896,172,50,
260,1599,195,11,
261,195,850,35,
262,1579,328,95,
263,1579,195,88,
264,328,850,12,
265,328,850,73,
266,195,1579,13,
267,195,1579,93,
268,1579,1599,62,
269,1579,191,46,
270,1579,1599,6,
271,191,188,67,
272,191,850,27,
273,1599,328,87,
274,1599,328,48,
275,195,188,44,
276,1579,188,4,
277,1579,850,65,
278,1579,328,25,
279,191,328,85,
280,1599,191,6,
281,1599,191,66,
282,1579,195,23,
283,1579,1599,78,
284,1579,191,44,
285,191,1599,69,
286,191,188,64,
287,1599,188,25,
288,1599,850,85,
289,195,191,81,
290,1579,1599,41,
291,1579,188,62,
292,191,850,22,
293,328,191,19,
294,328,1599,79,
295,195,188,39,
296,195,188,100,
297,1579,328,60,
298,850,1599,16,
299,191,1579,41,
300,328,195,63,
301,1599,188,54,
302,188,850,14,
303,1579,1599,39,
304,850,195,95,
305,191,850,52,
306,195,1599,76,
307,188,1579,33,
308,1579,328,89,
309,850,1599,14,
310,328,188,74,
311,328,850,35,
312,195,850,27,
313,195,328,87,
314,188,1599,52,
315,188,195,69,
316,850,1579,60,
317,850,1579,19,
318,328,1599,9,
319,328,1579,85,
320,195,1579,46,
321,1599,850,10,
322,188,328,70,
323,188,195,30,
324,850,1579,23,
325,850,1579,83,
326,328,191,43,
327,1599,328,8,
328,1599,195,68,
329,1599,1579,28,
330,188,191,21,
331,188,1599,81,
332,850,188,41,
333,191,195,6,
334,191,328,17,
