0,51,88,4
1,88,78,12
2,78,18,12
3,18,19,13
4,19,64,7
5,64,46,18
6,46,2,1
7,2,44,15
8,44,92,11
9,92,5,1
10,5,90,14
11,90,23,15
12,23,87,1
13,87,60,20
14,60,83,17
15,83,93,8
16,93,1,4
17,1,33,10
18,33,45,11
19,45,14,15
20,14,32,2
21,32,91,16
22,91,96,20
23,96,95,17
24,95,36,5
25,36,86,10
26,86,82,3
27,82,67,7
28,67,31,11
29,31,89,3
30,89,99,15
31,99,62,19
32,62,72,17
33,72,38,13
34,38,37,9
35,37,61,5
36,61,65,15
37,65,70,2
38,70,26,8
39,26,0,11
40,0,71,13
41,71,12,11
42,12,16,15
43,16,85,20
44,85,84,18
45,84,80,5
46,80,4,3
47,4,54,1
48,54,21,17
49,21,43,3
50,43,53,11
51,53,79,19
52,79,35,12
53,35,56,18
54,56,7,20
55,7,52,7
56,52,98,3
57,98,69,4
58,69,75,3
59,75,41,4
60,41,3,13
61,3,55,5
62,55,76,5
63,76,8,15
64,8,20,4
65,20,47,12
66,47,63,13
67,63,28,10
68,28,81,17
69,81,29,3
70,26,9,1
71,95,46,20
72,18,46,11
73,17,12,8
74,16,12,3
75,30,6,9
76,89,37,19
77,43,40,20
78,65,7,13
79,73,31,2
80,91,74,4
81,63,26,4
82,64,10,5
83,84,40,15
84,53,4,2
85,25,39,17
86,18,68,20
87,69,35,7
88,92,76,5
89,56,17,18
90,59,6,17
91,72,3,6
92,0,56,3
93,87,98,14
94,36,91,10
95,54,97,16
96,68,64,3
97,97,47,19
98,31,50,17
99,30,65,1
100,66,7,4
101,94,18,5
102,73,35,6
103,24,21,19
104,73,83,9
105,78,12,2
106,49,30,1
107,98,6,20
108,83,62,6
109,14,64,13
110,11,36,16
111,88,3,17
112,42,9,10
113,14,23,11
114,1,84,14
115,51,59,2
116,59,9,11
117,34,18,12
118,48,43,3
119,20,94,10
120,5,64,3
121,49,22,7
122,41,75,3
123,64,92,20
124,9,54,3
125,69,61,19
126,91,87,17
127,23,76,6
128,42,21,17
129,87,31,9
130,82,6,4
131,32,48,20
132,70,43,20
133,7,13,20
134,29,45,17
135,86,67,7
136,42,83,3
137,91,31,7
138,97,37,1
139,66,82,5
140,72,98,18
141,16,49,16
142,8,45,8
143,41,59,3
144,34,76,10
145,9,97,1
146,92,38,13
147,60,26,9
