0,460,408,60
1,408,1747,82
2,1747,1419,50
3,1419,1131,62
4,1131,121,57
5,121,416,71
6,416,1361,64
7,1361,1431,78
8,1431,1008,91
9,1008,1818,13
10,1818,560,52
11,560,633,85
12,633,348,86
13,348,190,6
14,190,1407,40
15,1407,1720,7
16,1720,946,37
17,946,1982,70
18,1982,972,1
19,972,1388,9
20,1388,108,97
21,108,256,82
22,256,1333,97
23,1333,1679,79
24,1679,24,69
25,24,1741,45
26,1741,1191,64
27,1191,1326,90
28,1326,1175,71
29,1175,1730,17
30,1730,393,90
31,393,927,5
32,927,1263,55
33,1263,524,44
34,524,127,21
35,127,136,56
36,136,1565,1
37,1565,596,40
38,596,342,45
39,342,379,74
40,379,829,36
41,829,735,41
42,735,1005,46
43,1005,1657,21
44,1657,1276,27
45,1276,1239,4
46,1239,771,5
47,771,1446,71
48,1446,453,98
49,453,203,14
50,203,62,9
51,62,826,92
52,826,1544,88
53,1544,118,43
54,118,1928,96
55,1928,1293,64
56,1293,132,10
57,132,1130,85
58,1130,878,94
59,878,1387,85
60,1387,1519,80
61,1519,839,89
62,839,267,13
63,267,797,3
64,797,1234,42
65,1234,493,95
66,493,1371,43
67,1371,481,39
68,481,1567,76
69,1567,1455,2
70,1455,1209,79
71,1209,1686,35
72,1686,1243,49
73,1243,555,81
74,555,536,70
75,536,1042,71
76,1042,1282,59
77,1282,1300,4
78,1300,703,20
79,703,1413,31
80,1413,1287,26
81,1287,1977,28
82,1977,1904,68
83,1904,1280,93
84,1280,362,18
85,362,434,27
86,434,387,98
87,387,1225,39
88,1225,1363,64
89,1363,549,48
90,549,47,36
91,47,1688,53
92,1688,255,9
93,255,66,59
94,66,1295,11
95,1295,61,78
96,61,1400,4
97,1400,1369,22
98,1369,1602,43
99,1602,1490,85
100,1490,742,63
101,742,1462,66
102,1462,711,36
103,711,820,4
104,820,1658,44
105,1658,643,99
106,643,424,47
107,424,1710,85
108,1710,120,24
109,120,605,3
110,605,257,6
111,257,828,36
112,828,1036,4
113,1036,1809,14
114,1809,50,32
115,50,695,49
116,695,996,9
117,996,1466,74
118,1466,472,100
119,472,1443,93
120,1443,1597,45
121,1597,269,85
122,269,877,83
123,877,423,31
124,423,1694,50
125,1694,1247,78
126,1247,1314,95
127,1314,1876,77
128,1876,801,83
129,801,1077,98
130,1077,1514,58
131,1514,1155,6
132,1155,1032,72
133,1032,1365,58
134,1365,1626,14
135,1626,572,47
136,572,614,32
137,614,652,78
138,652,675,21
139,675,1342,52
140,1342,83,38
141,83,1268,10
142,1268,1270,80
143,1270,1778,52
144,1778,1109,82
145,1109,1425,58
146,1425,1817,92
147,1817,988,31
148,988,1869,95
149,1869,862,69
150,862,425,36
151,425,476,10
152,476,1619,16
153,1619,1484,33
154,1484,1110,58
155,1110,1476,56
156,1476,1669,17
157,1669,1685,85
158,1685,1330,70
159,1330,1084,49
160,1084,33,85
161,33,465,32
162,465,1749,94
163,1749,642,50
164,642,1273,41
165,1273,977,26
166,977,1099,93
167,1099,1618,90
168,1618,1861,36
169,1861,1788,88
170,1788,890,1
171,890,790,70
172,790,684,95
173,684,1352,97
174,1352,1908,54
175,1908,82,54
176,82,1556,30
177,1556,1240,52
178,1240,1874,35
179,1874,894,42
180,894,474,35
181,474,1949,39
182,1949,364,32
183,364,1739,49
184,1739,1332,95
185,1332,12,19
186,12,1750,92
187,1750,300,47
188,300,1550,87
189,1550,1971,27
190,1971,1637,50
191,1637,914,69
192,914,1843,58
193,1843,249,64
194,249,375,34
195,375,1009,96
196,1009,391,68
197,391,1546,94
198,1546,235,15
199,235,1262,11
200,1262,1527,96
201,1527,798,29
202,798,1370,27
203,1370,1786,94
204,1786,1122,90
205,1122,1472,48
206,1472,651,35
207,651,1318,52
208,1318,308,51
209,308,1500,82
210,1500,903,37
211,903,975,60
212,975,1167,74
213,1167,1158,18
214,1158,1503,67
215,1503,305,68
216,305,441,16
217,441,312,34
218,312,662,29
219,662,738,58
220,738,489,44
221,489,1962,33
222,1962,309,75
223,309,1023,58
224,1023,623,46
225,623,724,71
226,724,1639,18
227,1639,197,16
228,197,1213,34
229,1213,140,92
230,140,1807,73
231,1807,310,99
232,310,504,9
233,504,67,2
234,67,131,94
235,131,1796,33
236,1796,1052,29
237,1052,1458,3
238,1458,1736,18
239,1736,1878,78
240,1878,1684,11
241,1684,531,42
242,531,512,56
243,512,322,48
244,322,1703,29
245,1703,908,32
246,908,924,21
247,924,1563,80
248,1563,712,71
249,712,1420,56
250,1420,77,9
251,77,1933,70
252,1933,1386,38
253,1386,1846,48
254,1846,880,47
255,880,1721,60
256,1721,1367,61
257,1367,1492,50
258,1492,443,41
259,443,837,31
260,837,1837,36
261,1837,1863,43
262,1863,666,70
263,666,74,64
264,74,753,58
265,753,405,67
266,405,834,56
267,834,871,1
268,871,636,99
269,636,112,86
270,112,1260,51
271,1260,1549,80
272,1549,181,91
273,181,394,54
274,394,704,8
275,704,1162,34
276,1162,1532,29
277,1532,680,8
278,680,1190,75
279,1190,4,23
280,4,1607,6
281,1607,1445,20
282,1445,1297,72
283,1297,1513,16
284,1513,1054,37
285,1054,1808,30
286,1808,1495,80
287,1495,1423,57
288,1423,1324,39
289,1324,1746,13
290,1746,1096,4
291,1096,1705,41
292,1705,440,61
293,440,1050,80
294,1050,502,2
295,502,1927,50
296,1927,568,2
297,568,1797,53
298,1797,398,33
299,398,758,55
300,758,10,90
301,10,412,36
302,412,657,70
303,657,1707,49
304,1707,1456,64
305,1456,541,67
306,541,273,25
307,273,157,76
308,157,595,86
309,595,1017,19
310,1017,860,28
311,860,1606,71
312,1606,449,99
313,449,585,92
314,585,945,93
315,945,1719,22
316,1719,587,24
317,587,718,62
318,718,1146,15
319,1146,303,15
320,303,477,52
321,477,64,31
322,64,1596,57
323,1596,1867,92
324,1867,1477,26
325,1477,1150,4
326,1150,501,52
327,501,156,37
328,156,1822,77
329,1822,208,76
330,208,306,42
331,306,26,58
332,26,676,80
333,676,470,38
334,470,110,4
335,110,534,20
336,534,430,43
337,430,714,98
338,714,1889,98
339,1889,1757,21
340,1757,1221,98
341,1221,1467,23
342,1467,1412,35
343,1412,1485,32
344,1485,80,14
345,80,518,49
346,518,329,27
347,329,1840,27
348,1840,1629,61
349,1629,1354,52
350,1354,420,99
351,420,1791,65
352,1791,575,83
353,575,1950,67
354,1950,1037,48
355,1037,1678,59
356,1678,1978,86
357,1978,1283,68
358,1283,1960,5
359,1960,315,53
360,315,149,52
361,149,417,44
362,417,865,69
363,865,1215,62
364,1215,1321,43
365,1321,1339,30
366,1339,92,21
367,92,1487,88
368,1487,56,54
369,56,319,80
370,319,609,50
371,609,1583,34
372,1583,522,46
373,522,1277,34
374,1277,1087,42
375,1087,776,52
376,776,586,75
377,586,1097,6
378,1097,1737,74
379,1737,1274,16
380,1274,1031,15
381,1031,1702,45
382,1702,152,47
383,152,1847,75
384,1847,1647,1
385,1647,1743,72
386,1743,1820,49
387,1820,1981,71
388,1981,589,37
389,589,1111,69
390,1111,3,8
391,3,1124,56
392,1124,1903,76
393,1903,407,67
394,407,1767,78
395,1767,18,26
396,18,1089,99
397,1089,1349,85
398,1349,395,65
399,395,1664,63
400,1664,378,52
401,378,325,69
402,325,960,95
403,960,859,24
404,859,418,62
405,418,1236,66
406,1236,1883,33
407,1883,893,55
408,893,1621,98
409,1621,22,30
410,22,1663,92
411,1663,650,49
412,650,978,33
413,978,107,15
414,107,584,34
415,584,1401,43
416,1401,1033,99
417,1033,986,29
418,986,401,75
419,401,774,82
420,774,1078,96
421,1078,228,64
422,228,293,50
423,293,1081,76
424,1081,1398,98
425,1398,34,95
426,34,1345,29
427,1345,125,50
428,125,1000,42
429,1000,1116,96
430,1116,1465,63
431,1465,846,4
432,846,1666,37
433,1666,1880,6
434,1880,1129,56
435,1129,1216,100
436,1216,330,50
437,330,1384,29
438,1384,1241,45
439,1241,1536,38
440,1536,151,42
441,151,1815,84
442,1815,690,78
443,690,1266,55
444,1266,879,54
445,879,183,56
446,183,882,85
447,882,1478,3
448,1478,187,89
449,187,824,1
450,824,1402,3
451,1402,611,70
452,611,716,17
453,716,566,86
454,566,744,86
455,744,301,17
456,301,356,48
457,356,1600,1
458,1600,134,25
459,134,352,19
460,352,925,53
461,925,1543,6
462,1543,1648,82
463,1648,886,30
464,886,1470,52
465,1470,749,96
466,749,819,14
467,819,1826,41
468,1826,864,1
469,864,948,75
470,948,389,76
471,389,1823,85
472,1823,1659,73
473,1659,1486,89
474,1486,1322,56
475,1322,898,88
476,898,1192,15
477,1192,409,69
478,409,390,55
479,390,1170,3
480,1170,755,71
481,755,581,79
482,581,1667,76
483,1667,1214,35
484,1214,1528,12
485,1528,373,22
486,373,520,55
487,520,1249,75
488,1249,1197,97
489,1197,1233,49
490,1233,1906,2
491,1906,1267,51
492,1267,219,41
493,219,1895,90
494,1895,238,57
495,238,1723,13
496,1723,1229,84
497,1229,170,83
498,170,479,14
499,479,597,54
500,597,1196,57
501,1196,23,82
502,23,1650,9
503,1650,1830,33
504,1830,1545,38
505,1545,969,2
506,969,138,56
507,138,11,69
508,11,94,35
509,94,146,62
510,146,1039,87
511,1039,16,23
512,16,648,78
513,648,905,54
514,905,519,48
515,519,1576,91
516,1576,397,65
517,397,341,68
518,341,1701,14
519,1701,853,95
520,853,699,41
521,699,1996,83
522,1996,930,25
523,930,1279,68
524,1279,1805,15
525,1805,920,41
526,920,1128,47
527,1128,1742,98
528,1742,1226,58
529,1226,1891,69
530,1891,1094,89
531,1094,1193,29
532,1193,647,3
533,647,1292,83
534,1292,720,96
535,720,1048,41
536,1048,178,8
537,178,579,70
538,579,1418,95
539,1418,1605,14
540,1605,1305,60
541,1305,244,59
542,244,263,24
543,263,1389,22
544,1389,101,38
545,101,526,29
546,526,1905,12
547,1905,823,51
548,823,1098,79
549,1098,554,79
550,554,507,19
551,507,627,73
552,627,1060,75
553,1060,1232,49
554,1232,1059,64
555,1059,594,67
556,594,1359,88
557,1359,454,9
558,454,448,23
559,448,789,98
560,789,1063,85
561,1063,1696,67
562,1696,957,57
563,957,411,99
564,411,1936,54
565,1936,727,34
566,727,1395,2
567,1395,649,73
568,649,631,42
569,631,1450,88
570,1450,1183,43
571,1183,153,62
572,153,252,60
573,252,1315,76
574,1315,1149,92
575,1149,547,19
576,547,299,73
577,299,459,72
578,459,618,46
579,618,396,52
580,396,1112,82
581,1112,1845,95
582,1845,717,77
583,717,1306,85
584,1306,912,57
585,912,1004,69
586,1004,804,64
587,804,1951,38
588,1951,961,42
589,961,1103,67
590,1103,1965,43
591,1965,1622,84
592,1622,413,24
593,413,873,56
594,873,939,30
595,939,1733,89
596,1733,1582,25
597,1582,516,17
598,516,1865,76
599,1865,392,71
600,392,911,66
601,911,1440,99
602,1440,1934,66
603,1934,234,17
604,234,245,8
605,245,285,8
606,285,558,77
607,558,1521,38
608,1521,1298,61
609,1298,360,2
610,360,875,52
611,875,213,72
612,213,1745,49
613,1745,444,47
614,444,1533,5
615,1533,715,56
616,715,966,81
617,966,674,19
618,674,1574,99
619,1574,529,92
620,529,782,21
621,782,1941,50
622,1941,745,35
623,745,665,39
624,665,1252,80
625,1252,175,6
626,175,1172,99
627,1172,428,37
628,428,1620,70
629,1620,1041,94
630,1041,38,48
631,38,619,62
632,619,773,85
633,773,1561,35
634,1561,593,46
635,593,1076,22
636,1076,1203,90
637,1203,1323,54
638,1323,1991,58
639,1991,1731,5
640,1731,487,56
641,487,1718,8
642,1718,75,2
643,75,818,28
644,818,1067,15
645,1067,96,91
646,96,265,72
647,265,517,45
648,517,968,62
649,968,1144,69
650,1144,1376,33
651,1376,1428,99
652,1428,1560,39
653,1560,923,50
654,923,1357,80
655,1357,1520,87
656,1520,1451,30
657,1451,928,92
658,928,991,17
659,991,76,26
660,76,435,94
661,435,1311,60
662,1311,142,59
663,142,679,79
664,679,114,95
665,114,109,27
666,109,1531,53
667,1531,1482,97
668,1482,41,67
669,41,1589,33
670,1589,1732,71
671,1732,311,83
672,311,1588,22
673,1588,1948,58
674,1948,1211,95
675,1211,1508,56
676,1508,1327,35
677,1327,98,45
678,98,582,96
679,582,54,99
680,54,466,30
681,466,1992,48
682,1992,1604,59
683,1604,1932,68
684,1932,1010,43
685,1010,610,94
686,610,567,97
687,567,683,73
688,683,1603,54
689,1603,952,95
690,952,1294,44
691,1294,490,25
692,490,540,85
693,540,1029,98
694,1029,1751,34
695,1751,79,5
696,79,169,84
697,169,530,16
698,530,1142,51
699,1142,1787,16
700,1787,842,79
701,842,1814,94
702,1814,1760,4
703,1760,70,33
704,70,950,33
705,950,1415,15
706,1415,13,89
707,13,1849,75
708,1849,556,50
709,556,1235,83
710,1235,1752,16
711,1752,1222,8
712,1222,1979,32
713,1979,1995,24
714,1995,1351,4
715,1351,1729,65
716,1729,177,71
717,177,1972,87
718,1972,887,41
719,887,1687,6
720,1687,537,91
721,537,1994,39
722,1994,261,67
723,261,1940,15
724,1940,286,73
725,286,1429,100
726,1429,475,65
727,475,1649,75
728,1649,473,89
729,473,229,55
730,229,1045,17
731,1045,314,84
732,314,1943,5
733,1943,1569,8
734,1569,1958,55
735,1958,1245,82
736,1245,786,33
737,786,1364,49
738,1364,173,61
739,173,1529,25
740,1529,1299,36
741,1299,1015,36
742,1015,1829,55
743,1829,1771,20
744,1771,227,60
745,227,372,99
746,372,262,33
747,262,601,48
748,601,1072,32
749,1072,499,6
750,499,1488,14
751,1488,1220,19
752,1220,769,77
753,769,1289,51
754,1289,1377,12
755,1377,1511,55
756,1511,827,67
757,827,812,2
758,812,1984,53
759,1984,907,79
760,907,644,78
761,644,236,2
762,236,1909,15
763,1909,1660,40
764,1660,1238,39
765,1238,1957,4
766,1957,910,7
767,910,331,100
768,331,1698,3
769,1698,192,62
770,192,564,92
771,564,180,33
772,180,1930,29
773,1930,347,15
774,347,843,33
775,843,20,33
776,20,1765,25
777,1765,1164,35
778,1164,1159,82
779,1159,27,63
780,27,1034,81
781,1034,617,32
782,617,1145,69
783,1145,1779,44
784,1779,1966,61
785,1966,696,30
786,696,1852,25
787,1852,673,10
788,673,1866,73
789,1866,1925,63
790,1925,1421,7
791,1421,402,50
792,402,1106,49
793,1106,1695,84
794,1695,463,7
795,463,1551,12
796,1551,681,4
797,681,785,96
798,785,869,23
799,869,885,11
800,885,1592,59
801,1592,1014,92
802,1014,1368,53
803,1368,726,61
