0,133,582,60,
1,582,589,74,
2,579,595,11,
3,589,585,51,
4,585,582,72,
5,595,589,29,
6,582,595,85,
7,592,582,10,
8,133,589,66,
9,595,585,87,
10,582,592,43,
11,592,133,68,
12,589,592,89,
13,589,595,59,
14,595,133,5,
15,582,589,99,
16,592,589,86,
17,579,595,43,
18,589,579,99,
19,595,589,24,
20,582,595,80,
21,582,592,41,
22,589,133,97,
23,589,133,58,
24,133,582,82,
25,585,589,39,
26,579,133,80,
27,589,585,37,
28,585,579,97,
29,595,589,53,
30,582,595,78,
31,589,579,34,
32,589,579,95,
33,133,585,51,
34,585,592,76,
35,582,589,68,
36,592,595,93,
37,579,582,49,
38,133,582,37,
39,585,592,59,
40,595,592,91,
41,592,589,71,
42,579,133,7,
43,579,595,68,
44,585,579,24,
45,579,589,51,
46,589,595,7,
47,133,579,32,
48,582,585,88,
49,582,585,49,
50,592,579,65,
51,579,133,30,
52,585,582,17,
53,582,133,7,
54,592,582,64,
55,579,592,88,
56,589,133,45,
57,585,133,5,
58,595,582,61,
59,595,579,22,
60,579,585,46,
61,589,592,3,
62,133,595,22,
63,585,595,76,
64,595,592,40,
65,592,589,20,
66,579,133,57,
67,589,582,82,
68,133,589,38,
69,595,585,99,
70,582,592,55,
71,592,579,80,
72,133,585,36,
73,585,592,93,
74,585,589,53,
75,595,133,33,
76,579,595,87,
77,579,592,78,
78,589,585,51,
79,133,595,75,
80,582,579,32,
81,582,133,92,
82,592,582,49,
83,133,589,73,
84,585,595,30,
85,585,595,90,
86,595,579,47,
87,579,585,71,
88,579,582,31,
89,589,133,35,
90,595,133,44,
91,582,592,43,
92,592,589,26,
93,592,585,86,
94,133,592,42,
95,585,133,67,
96,595,585,23,
97,582,592,80,
98,592,133,4,
99,133,582,61,
100,585,592,85,
101,595,133,42,
102,582,585,98,
103,592,595,91,
104,589,585,76,
105,595,592,100,
106,595,592,61,
107,582,133,17,
108,592,582,74,
109,133,589,98,
110,585,133,55,
111,595,582,79,
112,592,579,71,
113,592,595,92,
114,133,582,17,
115,582,589,73,
116,592,595,30,
117,589,585,37,
118,133,595,75,
119,595,589,28,
120,599,1847,52,
121,1629,599,9,
122,602,605,49,
123,599,602,39,
124,605,1629,85,
125,1022,1847,42,
126,1847,605,63,
127,602,1847,19,
128,605,602,44,
129,1022,605,100,
130,1629,1847,57,
131,1847,599,81,
132,602,1629,38,
133,605,1847,62,
134,605,1022,69,
135,1629,602,46,
136,1847,1610,100,
137,602,599,56,
138,605,1629,13,
139,1022,1610,37,
140,1629,1022,94,
141,1847,602,50,
142,602,1610,75,
143,599,1629,35,
144,605,1847,92,
145,1022,599,48,
146,1847,1022,69,
147,599,602,93,
148,605,602,11,
149,1022,1847,6,
150,1629,599,31,
151,1847,605,87,
152,599,1847,12,
153,605,599,68,
154,605,1022,29,
155,1022,602,85,
156,602,605,10,
157,1610,1022,66,
158,599,1629,23,
159,605,1610,47,
160,1022,1629,59,
161,1847,1610,25,
162,1610,599,99,
163,605,602,6,
164,1022,605,62,
165,1022,605,22,
166,602,1022,79,
167,1610,602,4,
168,599,605,60,
169,605,1847,17,
170,1022,599,41,
171,602,605,98,
172,599,1629,66,
173,605,1629,75,
174,1022,1847,99,
175,1629,599,56,
176,1847,1629,12,
177,599,1610,37,
178,605,599,93,
179,1022,605,50,
180,1629,1847,74,
181,602,605,95,
182,599,1629,87,
183,605,1847,12,
184,1022,599,68,
185,1629,1610,81,
186,602,599,46,
187,1610,1629,70,
188,1022,1610,27,
189,1022,1610,87,
190,1847,1629,8,
191,602,1610,64,
192,1610,1022,89,
193,1022,602,45,
194,1022,602,6,
195,1629,605,62,
196,1847,1610,20,
197,599,602,43,
198,605,602,60,
199,1022,1847,24,
200,1629,599,81,
201,1847,605,37,
202,599,1847,62,
203,605,599,18,
204,1022,1629,75,
205,1629,1610,99,
206,1610,599,56,
207,599,1629,80,
208,605,1610,37,
209,1022,1629,18,
210,1629,1022,10,
211,1610,599,25,
212,599,1022,31,
213,605,602,55,
214,605,1610,19,
215,1629,1022,68,
216,1610,602,93,
217,599,605,49,
218,599,1629,10,
219,1610,1847,26,
220,1847,1022,91,
221,602,605,47,
222,1610,1847,72,
223,599,602,73,
224,1629,599,27,
225,1847,1610,9,
226,602,599,66,
227,1610,1629,22,
228,599,1610,47,
229,602,1610,2,
230,1847,1629,60,
231,602,1610,84,
232,1610,1022,41,
233,599,602,65,
234,1629,1847,12,
235,1847,1022,79,
236,602,1629,33,
237,1610,605,60,
238,599,1847,16,
239,1847,1022,28,
240,1835,1087,97,
241,1107,618,14,
242,1087,608,38,
243,1087,1835,59,
244,615,1087,12,
245,618,1835,36,
246,612,1107,93,
247,1087,612,77,
248,608,1835,74,
249,615,612,30,
250,618,1107,47,
251,612,618,72,
252,608,615,32,
253,615,1835,89,
254,1835,612,13,
255,1107,615,70,
256,612,1107,90,
257,615,1087,47,
258,1835,1107,93,
259,1107,612,28,
260,612,608,49,
261,1087,1107,5,
262,615,612,26,
263,615,608,86,
264,618,1107,43,
265,612,1087,99,
266,1087,1835,24,
267,608,612,80,
268,1107,1087,5,
269,1107,615,41,
270,1087,615,42,
271,615,1107,95,
272,1835,1087,19,
273,1107,1835,76,
274,1087,1107,100,
275,608,1087,57,
276,1087,1835,51,
277,608,612,76,
278,615,608,32,
279,1835,618,89,
280,1107,612,13,
281,1087,615,70,
282,608,618,94,
283,615,608,51,
284,1107,1835,11,
285,612,618,32,
286,1087,608,88,
287,608,1107,45,
288,1835,612,65,
289,1107,615,90,
290,618,615,45,
291,612,608,3,
292,615,612,53,
293,1835,618,84,
294,1107,608,40,
295,618,1107,65,
296,1087,608,86,
297,615,608,78,
298,1835,1107,3,
299,1107,1087,59,
300,618,1835,84,
301,608,1107,40,
302,608,1087,52,
303,1107,1087,23,
304,1107,612,78,
305,618,615,34,
306,608,1835,59,
307,615,612,15,
308,1107,608,36,
309,618,1107,92,
310,612,1087,17,
311,1087,1835,73,
312,615,1087,94,
313,1835,618,4,
314,612,1087,58,
315,608,1835,88,
316,1835,1087,9,
317,1107,608,65,
318,612,1835,26,
319,1087,1107,50,
320,615,1835,71,
321,615,1835,63,
322,1107,1087,84,
323,618,1835,8,
324,608,612,65,
325,1835,608,86,
326,1107,1835,52,
327,618,1087,67,
328,612,1835,23,
329,1087,1107,80,
330,615,608,40,
331,1835,615,65,
332,618,612,17,
333,612,615,42,
334,1087,1835,98,
335,1835,612,55,
336,1107,615,79,
337,612,1107,100,
338,1087,1107,53,
339,608,1835,13,
340,615,612,37,
341,618,1087,94,
342,612,1835,51,
343,612,618,11,
344,1087,608,35,
345,1835,1107,92,
346,1107,1087,48,
347,618,608,73,
348,1087,618,94,
349,608,1087,10,
350,615,612,52,
351,1107,612,27,
352,618,615,52,
353,1087,1107,12,
354,608,1087,69,
355,615,608,25,
356,618,1107,50,
357,618,612,2,
358,608,615,27,
359,608,1107,87,
360,625,564,44,
361,628,564,16,
362,564,625,37,
363,1000,628,94,
364,1313,625,14,
365,628,621,35,
366,621,625,91,
367,625,1313,48,
368,625,564,69,
369,628,1000,93,
370,621,584,50,
371,621,625,74,
372,625,584,28,
373,1313,628,91,
374,584,1000,48,
375,628,584,4,
376,564,621,64,
377,1000,625,89,
378,625,1313,45,
379,1313,621,2,
380,584,625,26,
381,564,628,83,
382,1000,621,39,
383,625,564,64,
384,1313,625,76,
385,584,621,77,
386,621,1000,37,
387,564,584,62,
388,625,621,22,
389,1313,625,79,
390,584,628,35,
391,628,621,60,
392,564,621,20,
393,1000,625,77,
394,1000,584,37,
395,584,564,93,
396,584,625,54,
397,628,564,29,
398,621,1000,35,
399,625,584,91,
400,1313,564,16,
401,584,1000,72,
402,584,1313,33,
403,564,584,89,
404,1000,564,14,
405,1000,625,74,
406,584,628,31,
407,628,1000,87,
408,621,584,12,
409,621,584,72,
410,625,564,29,
411,1313,1000,85,
412,621,584,39,
413,564,625,26,
414,625,584,47,
415,625,1000,7,
416,1313,625,64,
417,621,628,20,
418,564,1000,45,
419,564,1313,5,
420,625,564,58,
421,584,625,18,
422,628,621,36,
423,621,625,33,
424,621,1000,60,
425,625,621,45,
426,584,1000,37,
427,628,564,61,
428,628,584,54,
429,1000,628,78,
430,1000,625,39,
431,625,1313,95,
432,1313,621,52,
433,628,621,12,
434,621,625,37,
435,564,628,93,
436,625,564,53,
437,1313,625,35,
438,1313,628,70,
439,621,1000,95,
440,564,584,51,
441,1000,628,8,
442,1000,564,68,
443,584,1000,93,
444,628,584,49,
445,628,621,9,
446,1000,625,66,
447,625,628,91,
448,1313,1000,47,
449,584,625,4,
450,628,564,46,
451,1000,625,100,
452,625,584,9,
453,625,584,1,
454,1313,564,26,
455,628,625,86,
456,621,628,43,
457,564,1000,99,
458,1313,625,24,
459,1313,584,84,
460,584,564,41,
461,628,1313,97,
462,1000,621,22,
463,625,564,57,
464,1313,564,43,
465,584,621,59,
466,628,625,16,
467,1000,628,40,
468,1000,628,1,
469,625,1000,57,
470,584,628,78,
471,628,1000,34,
472,1000,625,91,
473,1313,621,12,
474,584,625,36,
475,628,625,3,
476,628,564,55,
477,564,625,74,
478,584,1000,7,
479,1313,628,90,
480,641,638,11,
481,631,641,28,
482,638,631,85,
483,638,1538,45,
484,634,790,66,
485,61,634,86,
486,631,641,3,
487,638,634,93,
488,641,638,10,
489,61,631,44,
490,61,1538,5,
491,790,61,61,
492,1538,790,86,
493,634,631,42,
494,641,634,99,
495,61,790,23,
496,790,1538,80,
497,1538,61,36,
498,634,790,61,
499,641,1538,17,
500,790,641,78,
501,631,634,17,
502,638,634,59,
503,1538,790,15,
504,641,638,36,
505,61,641,93,
506,790,631,17,
507,638,1538,77,
508,1538,61,34,
509,634,790,90,
510,790,1538,15,
511,631,61,71,
512,638,790,6,
513,1538,638,60,
514,634,61,9,
515,61,641,5,
516,790,638,26,
517,631,641,20,
518,1538,638,69,
519,634,61,34,
520,790,638,58,
521,790,634,51,
522,631,641,75,
523,1538,638,36,
524,634,1538,92,
525,1538,631,54,
526,1538,631,46,
527,634,641,26,
528,790,641,28,
529,631,638,66,
530,638,634,9,
531,634,61,69,
532,641,638,25,
533,61,641,10,
534,631,790,3,
535,638,1538,27,
536,1538,61,84,
537,61,790,8,
538,790,1538,65,
539,790,641,25,
540,631,641,28,
541,634,790,82,
542,641,790,63,
543,61,631,19,
544,61,1538,79,
545,638,634,4,
546,1538,790,60,
547,634,1538,17,
548,61,790,38,
549,790,1538,94,
550,631,61,19,
551,634,638,75,
552,61,634,96,
553,61,790,25,
554,790,638,79,
555,1538,641,98,
556,634,631,54,
557,641,634,11,
558,790,61,71,
559,631,638,95,
560,638,1538,52,
561,634,641,12,
562,641,61,69,
563,61,638,93,
564,790,641,50,
565,638,790,10,
566,1538,790,27,
567,634,61,91,
568,61,631,84,
569,790,634,8,
570,790,634,68,
571,631,790,25,
572,1538,638,85,
573,634,641,42,
574,61,790,2,
575,790,631,27,
576,790,1538,87,
577,1538,634,44,
578,634,790,100,
579,641,1538,25,
580,641,790,67,
581,631,638,93,
582,638,634,98,
583,1538,790,22,
584,634,631,79,
585,641,634,35,
586,631,790,60,
587,631,790,20,
588,638,1538,77,
589,1538,61,33,
590,61,790,58,
591,790,1538,14,
592,641,1538,91,
593,1538,631,31,
594,634,790,99,
595,634,61,16,
596,641,638,73,
597,638,61,34,
598,631,641,89,
599,638,631,14,
600,647,654,74,
601,644,1016,27,
602,644,651,87,
603,651,654,12,
604,267,654,72,
605,654,644,29,
606,1016,1745,89,
607,644,647,46,
608,651,654,58,
609,651,267,62,
610,267,647,83,
611,1016,651,8,
612,644,654,64,
613,644,1016,24,
614,651,1745,81,
615,654,647,6,
616,654,647,66,
617,647,651,22,
618,644,267,83,
619,651,1016,39,
620,1745,644,64,
621,267,651,49,
622,1016,267,3,
623,1016,647,94,
624,644,1745,62,
625,651,647,18,
626,654,651,75,
627,654,267,35,
628,1016,647,56,
629,651,644,16,
630,1745,267,73,
631,654,647,93,
632,647,651,50,
633,647,267,10,
634,651,1016,35,
635,1745,267,10,
636,267,647,48,
637,654,651,72,
638,1016,267,32,
639,644,1016,89,
640,651,644,46,
641,1745,267,70,
642,267,1016,27,
643,1016,1745,51,
644,1016,1745,43,
645,644,647,68,
646,267,1016,24,
647,654,1745,49,
648,654,651,53,
649,1016,651,62,
650,644,654,86,
651,1745,1016,47,
652,267,1745,3,
653,267,1745,64,
654,1016,267,20,
655,644,1016,45,
656,651,1745,1,
657,1745,647,58,
658,267,651,82,
659,647,267,43,
660,1016,651,57,
661,644,651,60,
662,267,651,9,
663,647,1016,99,
664,1016,651,57,
665,644,654,14,
666,651,644,38,
667,1745,267,95,
668,647,654,51,
669,1016,644,76,
670,1016,1745,36,
671,651,1016,89,
672,1745,1016,12,
673,647,267,70,
674,647,267,57,
675,1016,651,87,
676,644,654,11,
677,267,644,68,
678,654,267,92,
679,654,267,85,
680,647,1016,9,
681,651,644,66,
682,1745,267,90,
683,267,1016,47,
684,647,651,7,
685,1016,654,64,
686,644,1016,9,
687,651,654,9,
688,1745,654,1,
689,647,644,26,
690,1016,267,82,
691,644,1016,39,
692,651,644,63,
693,267,1745,24,
694,654,267,80,
695,654,644,40,
696,644,651,97,
697,651,654,21,
698,651,1016,82,
699,1745,1016,21,
700,647,651,75,
701,1016,651,19,
702,644,1745,76,
703,651,647,32,
704,1745,651,57,
705,654,651,17,
706,647,654,74,
707,1016,644,30,
708,651,1745,91,
709,1745,647,15,
710,654,644,68,
711,647,267,92,
712,1016,647,48,
713,651,647,38,
714,1745,654,26,
715,654,1016,86,
716,647,1745,11,
717,647,654,24,
718,644,654,83,
719,1745,651,84,
720,996,661,45,
721,1744,493,61,
722,664,996,86,
723,996,1744,42,
724,996,657,3,
725,661,493,25,
726,473,664,84,
727,657,996,40,
728,493,1744,65,
729,996,664,21,
730,473,664,82,
731,1744,996,38,
732,664,1744,63,
733,657,493,19,
734,493,473,76,
735,473,1744,100,
736,1744,493,57,
737,664,473,13,
738,657,664,27,
739,996,493,85,
740,661,1744,55,
741,473,664,11,
742,473,493,72,
743,657,996,96,
744,657,664,56,
745,493,657,13,
746,473,661,69,
747,1744,664,94,
748,664,996,51,
749,657,1744,7,
750,996,657,67,
751,661,493,92,
752,473,493,28,
753,1744,657,5,
754,657,996,26,
755,493,1744,50,
756,661,996,3,
757,664,661,27,
758,657,664,84,
759,493,996,8,
760,661,473,61,
761,473,657,86,
762,1744,661,42,
763,664,996,38,
764,996,657,23,
765,661,657,89,
766,473,664,4,
767,664,493,96,
768,657,473,21,
769,657,664,81,
770,493,996,38,
771,473,1744,94,
772,473,1744,55,
773,1744,493,79,
774,493,996,36,
775,996,1744,92,
776,661,493,17,
777,493,1744,45,
778,996,473,11,
779,996,664,71,
780,661,996,96,
781,664,1744,2,
782,493,657,23,
783,493,996,83,
784,661,664,4,
785,1744,493,64,
786,664,473,20,
787,657,664,2,
788,493,996,50,
789,996,473,58,
790,473,1744,69,
791,1744,657,75,
792,664,661,99,
793,657,664,56,
794,996,493,16,
795,661,473,73,
796,473,1744,97,
797,657,493,54,
798,493,473,10,
799,996,657,35,
800,661,664,9,
801,473,493,63,
802,657,661,17,
803,657,996,33,
804,664,493,86,
805,493,1744,39,
806,473,493,63,
807,1744,473,20,
808,1744,473,80,
809,664,657,37,
810,996,493,61,
811,661,473,18,
812,473,657,74,
813,664,996,35,
814,657,1744,59,
815,493,664,23,
816,996,473,72,
817,661,1744,97,
818,664,493,53,
819,657,473,78,
820,493,657,34,
821,996,493,91,
822,661,473,15,
823,664,657,72,
824,657,661,28,
825,493,664,53,
826,996,657,9,
827,473,996,70,
828,1744,661,26,
829,664,493,79,
830,657,996,7,
831,661,493,3,
832,664,473,60,
833,664,473,20,
834,657,664,36,
835,661,493,1,
836,473,1744,44,
837,1744,657,82,
838,1744,996,42,
839,493,1744,99,
840,667,674,55,
841,699,1970,76,
842,670,677,1,
843,677,667,57,
844,674,699,78,
845,667,1222,34,
846,699,677,38,
847,670,1222,11,
848,1222,667,32,
849,667,677,53,
850,670,667,9,
851,677,1970,34,
852,674,667,55,
853,667,670,11,
854,699,1222,32,
855,670,1970,88,
856,677,699,45,
857,674,677,30,
858,667,699,90,
859,699,677,43,
860,670,667,67,
861,674,670,24,
862,1970,667,44,
863,699,670,1,
864,677,1222,22,
865,1222,1970,46,
866,667,670,99,
867,1970,674,23,
868,670,677,42,
869,677,674,100,
870,1222,699,57,
871,1970,1222,81,
872,699,674,38,
873,670,699,95,
874,677,1222,19,
875,1222,674,76,
876,1970,699,100,
877,699,670,57,
878,670,674,13,
879,677,699,38,
880,1222,677,53,
881,1970,674,7,
882,699,1970,61,
883,670,1222,32,
884,677,1970,88,
885,667,677,13,
886,1970,1222,69,
887,670,677,90,
888,677,667,46,
889,1222,1970,71,
890,674,677,27,
891,670,1222,46,
892,677,674,70,
893,1222,699,27,
894,674,1222,51,
895,699,1970,8,
896,677,1222,29,
897,677,1222,89,
898,1222,1970,46,
899,667,1222,66,
900,1970,699,27,
901,677,1222,34,
902,674,1970,30,
903,667,699,24,
904,667,677,85,
905,1970,667,41,
906,677,670,98,
907,1222,674,22,
908,674,667,79,
909,667,670,3,
910,1970,674,60,
911,670,1970,81,
912,674,677,37,
913,667,677,87,
914,1970,670,18,
915,699,677,75,
916,670,667,99,
917,674,670,56,
918,667,674,12,
919,699,1970,33,
920,670,677,89,
921,677,667,14,
922,674,699,35,
923,667,1222,91,
924,670,1970,48,
925,670,677,26,
926,677,674,32,
927,1222,667,89,
928,1970,670,45,
929,699,674,70,
930,670,699,26,
931,677,670,83,
932,674,667,4,
933,667,670,28,
934,699,1222,81,
935,670,1970,5,
936,1222,699,37,
937,1970,677,91,
938,670,1970,40,
939,1222,667,24,
940,1222,677,77,
941,1970,667,1,
942,699,670,58,
943,670,677,82,
944,677,667,39,
945,1222,670,95,
946,1970,674,20,
947,699,667,39,
948,677,1222,10,
949,677,674,57,
950,1222,699,14,
951,1970,1222,70,
952,667,1970,31,
953,667,1970,3,
954,1222,674,72,
955,674,667,29,
956,667,670,53,
957,674,670,47,
958,699,667,1,
959,674,677,87,
960,680,176,4,
961,1699,1428,54,
962,176,1428,85,
963,1447,1699,9,
964,680,687,62,
965,1428,1699,86,
966,683,176,7,
967,176,680,64,
968,680,1428,20,
969,1428,176,45,
970,683,1428,65,
971,176,1699,22,
972,1447,1428,92,
973,687,1428,3,
974,1428,1447,56,
975,1699,1428,80,
976,176,1447,1,
977,680,687,57,
978,1428,1699,14,
979,1699,1447,38,
980,683,1428,95,
981,1447,683,15,
982,687,176,50,
983,1428,683,93,
984,683,680,13,
985,176,1428,70,
986,687,1447,91,
987,1428,1699,11,
988,1699,1447,68,
989,176,680,88,
990,687,176,9,
991,1699,1447,66,
992,683,1428,90,
993,1447,687,10,
994,687,1428,64,
995,680,1699,24,
996,1699,687,45,
997,683,1699,1,
998,176,1447,26,
999,687,680,46,
1000,1699,683,3,
1001,683,687,59,
1002,176,1699,84,
1003,687,176,4,
1004,680,176,53,
1005,1699,176,82,
1006,683,680,38,
1007,1447,1699,59,
1008,687,1447,15,
1009,1428,1699,36,
1010,683,176,57,
1011,687,680,13,
1012,680,683,38,
1013,1699,680,90,
1014,683,1699,69,
1015,1447,176,19,
1016,687,1428,92,
1017,1428,683,13,
1018,683,1699,34,
1019,176,683,90,
1020,687,680,11,
1021,1428,1699,31,
1022,683,687,84,
1023,176,1699,9,
1024,1447,1699,23,
1025,1428,1447,40,
1026,1699,1428,65,
1027,683,1699,21,
1028,1447,1428,42,
1029,687,1699,98,
1030,680,1447,23,
